Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
ZEMÝN & DUVAR KAPLAMA;154701410;Ahþap doðramaya çýta ile 6+4 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;2136.19
ZEMÝN & DUVAR KAPLAMA;154701411;Ahþap doðramaya çýta ile 6+5 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;2221.50
ZEMÝN & DUVAR KAPLAMA;154701412;Ahþap doðramaya çýta ile 6+6 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;2313.38
BOYA & ALÇI;154701413;PVC ve alüminyum doðramaya profil ile 4+4 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1436.94
BOYA & ALÇI;154701414;PVC ve alüminyum doðramaya profil ile 4+5 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1502.56
BOYA & ALÇI;154701415;PVC ve alüminyum doðramaya profil ile 4+6 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1555.06
BOYA & ALÇI;154701416;PVC ve alüminyum doðramaya profil ile 6+4 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1568.19
BOYA & ALÇI;154701417;PVC ve alüminyum doðramaya profil ile 6+5 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1660.06
BOYA & ALÇI;154701418;PVC ve alüminyum doðramaya profil ile 6+6 mm kalýnlýkta 12 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1725.69
BOYA & ALÇI;154701419;PVC ve alüminyum doðramaya profil ile 4+4 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1535.38
BOYA & ALÇI;154701420;PVC ve alüminyum doðramaya profil ile 4+5 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1607.56
BOYA & ALÇI;154701421;PVC ve alüminyum doðramaya profil ile 4+6 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1646.94
BOYA & ALÇI;154701422;PVC ve alüminyum doðramaya profil ile 6+4 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1666.63
BOYA & ALÇI;154701423;PVC ve alüminyum doðramaya profil ile 6+5 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1751.94
BOYA & ALÇI;154701424;PVC ve alüminyum doðramaya profil ile 6+6 mm kalýnlýkta 16 mm ara boþluklu ilk camý güneþ ve ýsý kontrol kaplamalý çift camlý pencere ünitesi takýlmasý;m²;1843.81
ZEMÝN & DUVAR KAPLAMA;154751001;Kadronlu ahþap döþeme yapýlmasý;m²;954.79
ZEMÝN & DUVAR KAPLAMA;154751002;Mevcut kadronlar üzerine ahþap döþeme yapýlmasý;m²;777.66
ZEMÝN & DUVAR KAPLAMA;154801001;Beton zemin üzerine kadronlu 15-16 mm kalýnlýkta I. sýnýf meþe parke kaplama yapýlmasý;m²;2355.64
ZEMÝN & DUVAR KAPLAMA;154801002;Beton zemin üzerine yapýþtýrma suretiyle 15-16 mm kalýnlýðýnda I. sýnýf meþe parke kaplama yapýlmasý;m²;2144.94
ZEMÝN & DUVAR KAPLAMA;154851001;Lamine parke döþeme kaplamasý yapýlmasý (süpürgelik dahil);m²;1422.43
ZEMÝN & DUVAR KAPLAMA;154901001;Laminat parke döþeme kaplamasý yapýlmasý (AC1 Sýnýf 21) (süpürgelik dahil);m²;440.36
ZEMÝN & DUVAR KAPLAMA;154901002;Laminat parke döþeme kaplamasý yapýlmasý (AC3 Sýnýf 23-31) (süpürgelik dahil);m²;485.50
ZEMÝN & DUVAR KAPLAMA;154901003;Laminat parke döþeme kaplamasý yapýlmasý (AC4 Sýnýf 32) (süpürgelik dahil);m²;547.61
ZEMÝN & DUVAR KAPLAMA;154951001;Ahþaptan süpürgelik yapýlmasý ve yerine konulmasý;m;115.51
ZEMÝN & DUVAR KAPLAMA;155051001;Ahþaptan lambri yapýlmasý;m²;3638.59
ZEMÝN & DUVAR KAPLAMA;155101001;Ahþaptan masif tablalý iç kapý kasa ve pervazý yapýlmasý yerine konulmasý;m²;1886.25
ZEMÝN & DUVAR KAPLAMA;155101002;Ahþaptan masif tablalý dýþ kapý kasa ve pervazý yapýlmasý yerine konulmasý;m²;2049.79
ZEMÝN & DUVAR KAPLAMA;155101101;Ahþaptan masif tablalý iç kapý kanadý yapýlmasý ve yerine konulmasý;m²;1750.73
ZEMÝN & DUVAR KAPLAMA;155101102;Ahþaptan masif tablalý dýþ kapý kanadý yapýlmasý ve yerine konulmasý;m²;1853.75
ZEMÝN & DUVAR KAPLAMA;155101103;Laminat kaplamalý, iki yüzü odun lifinden yapýlmýþ levhalarla (mdf) presli, kraft dolgulu iç kapý kanadý yapýlmasý, yerine takýlmasý;m²;2573.44
ZEMÝN & DUVAR KAPLAMA;155101104;Laminat kaplamalý, iki yüzü odun lifinden yapýlmýþ levhalarla (mdf) presli, delikli yonga levhalarla dolgulu iç kapý kanadý yapýlmasý, yerine takýlmasý;m²;2455.45
ZEMÝN & DUVAR KAPLAMA;155101105;Ahþaptan camlý çarpma iç kapý kanadý yapýlmasý ve yerine konulmasý;m²;1527.50
KAPI & PENCERE;155109991;Mevcut kapýlara suni deri ile kapitone kaplama yapýlmasý;m²;2252.10
ZEMÝN & DUVAR KAPLAMA;155151001;Ahþaptan kasa ve pervazlý tek satýhlý pencere yapýlmasý ve yerine konulmasý;m²;1719.69
ZEMÝN & DUVAR KAPLAMA;155151101;Ahþaptan iç camekan yapýlmasý ve yerine konulmasý;m²;1618.55
SIHHÝ TESÝSAT;155201001;Tip ahþap gömme dolap yapýlmasý ve yerine monte edilmesi (2,50 x 1,80 = 4,50 m²);m²;4533.44
SIHHÝ TESÝSAT;155201002;Tip ahþap mutfak tezgah altý dolabý yapýlmasý ve yerine monte edilmesi (1,68 x 0,85 =1,43m²);m²;8367.65
SIHHÝ TESÝSAT;155201003;Tip ahþap mutfak tezgah üstü dolabý yapýlmasý ve yerine monte edilmesi (3,04 x 0,80 = 2,46m² );m²;6565.31
ZEMÝN & DUVAR KAPLAMA;155251001;Ahþap çerçeveli, plastik telden sineklik yapýlmasý ve yerine konulmasý (takýlýr-sökülür);m²;939.59
KAPI & PENCERE;155251002;Alüminyum çerçeveli, plastik telden sineklik yapýlmasý ve yerine konulmasý (takýlýr-sökülür);m²;911.65
KAPI & PENCERE;155251003;PVC çerçeveli, plastik telden sineklik yapýlmasý ve yerine konulmasý (takýlýr-sökülür);m²;849.99
SIHHÝ TESÝSAT;155301151;12,5 mm kalýnlýkta, her iki yüzü cam elyaf þilte kaplý, yangýna dayanýmý artýrýlmýþ, su emme oraný azaltýlmýþ, kýrýlma dayanýmý artýrýlmýþ alçý levhalar  ile mevcut duvar üzeri, 60 cm aks aralýklý T profil ile  giydirme duvar yapýlmasý;m²;1448.14
SIHHÝ TESÝSAT;155301152;12,5 mm kalýnlýkta, her iki yüzü cam elyaf þilte kaplý, yangýna dayanýmý artýrýlmýþ, su emme oraný azaltýlmýþ, kýrýlma dayanýmý artýrýlmýþ alçý levhalar  ile mevcut duvar üzeri, 60 cm aks aralýklý DC profil ile  giydirme duvar yapýlmasý;m²;1459.00
SIHHÝ TESÝSAT;155301201;Her iki yüzü cam elyaf þilte kaplý, lifler ile güçlendirilmiþ alçý levhalar ile tek iskeletli dýþ cephe duvarý yapýlmasý (Tek Duvar C 100 profili-60 cm aks aralýðý) (dýþ yüzeyde tek kat 12,5 mm cam elyaf þilte kaplý levha, iç yüzünde tek kat 12,5 mm alçý levha ve tek kat 12,5 mm cam elyaf þilte kaplý levha);m²;1478.19
SIHHÝ TESÝSAT;155301202;Her iki yüzü cam elyaf þilte kaplý, lifler ile güçlendirilmiþ alçý levhalar ile tek iskeletli dýþ cephe duvarý yapýlmasý (Tek Duvar C 100 profili-40 cm aks aralýðý) (dýþ yüzeyde tek kat 12,5 mm cam elyaf þilte kaplý levha, iç yüzünde tek kat 12,5 mm alçý levha ve tek kat 12,5 mm cam elyaf þilte kaplý levha);m²;1590.86
SIHHÝ TESÝSAT;155301203;Her iki yüzü cam elyaf þilte kaplý, lifler ile güçlendirilmiþ alçý levhalar ile çift iskeletli (baðlantýlý) dýþ cephe duvarý yapýlmasý  (Çift Duvar C 75 profili-60 cm aks aralýðý) (dýþ yüzeyde tek kat 12,5 mm cam elyaf þilte kaplý levha, iç yüzünde tek kat 12,5 mm alçý levha ve tek kat 12,5 mm cam elyaf þilte kaplý levha);m²;1777.10
BOYA & ALÇI;155301251;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;853.80
BOYA & ALÇI;155301252;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;893.18
BOYA & ALÇI;155301253;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;891.86
BOYA & ALÇI;155301254;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;935.18
BOYA & ALÇI;155301255;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;966.65
BOYA & ALÇI;155301256;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1006.03
BOYA & ALÇI;155301257;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1004.71
BOYA & ALÇI;155301258;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1048.03
BOYA & ALÇI;155301259;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;872.10
BOYA & ALÇI;155301260;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;911.48
BOYA & ALÇI;155301261;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;910.16
BOYA & ALÇI;155301262;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;953.48
BOYA & ALÇI;155301263;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;989.08
BOYA & ALÇI;155301264;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1028.45
BOYA & ALÇI;155301265;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1027.14
BOYA & ALÇI;155301266;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1070.45
BOYA & ALÇI;155301267;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;893.65
BOYA & ALÇI;155301268;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;933.03
BOYA & ALÇI;155301269;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;931.71
BOYA & ALÇI;155301270;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;975.03
BOYA & ALÇI;155301271;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm standart alçý levha ile);m²;1016.14
BOYA & ALÇI;155301272;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1055.51
BOYA & ALÇI;155301273;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1054.20
BOYA & ALÇI;155301274;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1097.51
BOYA & ALÇI;155301301;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;882.68
BOYA & ALÇI;155301302;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;929.93
BOYA & ALÇI;155301303;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;916.80
BOYA & ALÇI;155301304;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;964.05
BOYA & ALÇI;155301305;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;995.53
BOYA & ALÇI;155301306;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1042.78
BOYA & ALÇI;155301307;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1029.65
BOYA & ALÇI;155301308;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1076.90
BOYA & ALÇI;155301309;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;900.98
BOYA & ALÇI;155301310;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;948.23
BOYA & ALÇI;155301311;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;935.10
BOYA & ALÇI;155301312;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;982.35
BOYA & ALÇI;155301313;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;1017.95
BOYA & ALÇI;155301314;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1065.20
BOYA & ALÇI;155301315;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1052.08
BOYA & ALÇI;155301316;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1099.33
BOYA & ALÇI;155301317;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;922.53
BOYA & ALÇI;155301318;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;969.78
BOYA & ALÇI;155301319;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;956.65
BOYA & ALÇI;155301320;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1003.90
BOYA & ALÇI;155301321;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm standart alçý levha ile);m²;1045.01
BOYA & ALÇI;155301322;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1092.26
BOYA & ALÇI;155301323;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1079.14
BOYA & ALÇI;155301324;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde tek kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1126.39
BOYA & ALÇI;155301351;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1057.05
BOYA & ALÇI;155301352;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1135.80
BOYA & ALÇI;155301353;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1133.18
BOYA & ALÇI;155301354;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1219.80
BOYA & ALÇI;155301355;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1171.65
BOYA & ALÇI;155301356;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1250.40
BOYA & ALÇI;155301357;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1247.78
BOYA & ALÇI;155301358;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1334.40
BOYA & ALÇI;155301359;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1075.35
BOYA & ALÇI;155301360;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1154.10
BOYA & ALÇI;155301361;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1151.48
BOYA & ALÇI;155301362;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1238.10
BOYA & ALÇI;155301363;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1194.08
BOYA & ALÇI;155301364;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1272.83
BOYA & ALÇI;155301365;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1270.20
BOYA & ALÇI;155301366;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1356.83
BOYA & ALÇI;155301367;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1096.90
BOYA & ALÇI;155301368;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1175.65
BOYA & ALÇI;155301369;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1173.03
BOYA & ALÇI;155301370;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1259.65
BOYA & ALÇI;155301371;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm standart alçý levha ile);m²;1221.14
BOYA & ALÇI;155301372;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1299.89
BOYA & ALÇI;155301373;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1297.26
BOYA & ALÇI;155301374;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1383.89
BOYA & ALÇI;155301401;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1114.80
BOYA & ALÇI;155301402;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1209.30
BOYA & ALÇI;155301403;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1183.05
